word,mean,count
designated,-0.024801986864038037,1
desired,0.011259791373468402,1
detected,-0.03242687180209673,1
detecting,-0.028083721440738396,3
detection,-0.0320273455556834,1
detector,0.17628656147609603,1
determining,-0.023028162638676197,1
device,-0.07412768883748669,28
devices,-0.05453717690744685,4
different,-0.029341285196918723,1
digital,-0.04560280770188269,2
display,-0.05112454137698767,7
displayed,-0.031705509458337486,2
displaying,-0.04185207547938768,2
displays,-0.020611727421671482,1
disposed,-0.05883295058451128,2
distance,-0.1006816833505888,1
distribution,0.032192451777402764,1
document,-0.06157696074576834,1
drawing,0.1450898259030836,1
each,-0.00923895681149452,1
electronic,-0.07377192353427124,6
element,-0.0826731861885418,2
encrypted,-0.16753063406418173,2
encryption,-0.044441880809073395,2
end,-0.06378464271917145,2
energy,0.039162078575147044,1
engine,-0.047964062277239476,1
entries,0.014031954474231095,1
environment,-0.04137661456512683,1
equation,0.04658798099268255,1
equipment,0.14066377469555252,1
estimate,0.10078524056090193,2
estimated,0.05300310442161136,2
estimates,0.007856717735182296,1
estimating,0.05346267200880611,2
estimation,0.07897320084963104,1
evaluation,0.038889802051732786,1
event,-0.035311813828807964,4
exchange,-0.02468881387383835,1
executable,0.009334894682401918,1
executing,-0.023770951784854243,1
execution,-0.02502912743061333,1
expense,0.03786027160886746,1
extended,-0.09640962786246465,1
extending,-0.012486526280629804,1
external,-0.043282153949822225,1
externally,-0.040743311325706424,1
facilitates,0.031590258683539395,1
facilities,-0.013811623477115911,1
facility,-0.032522028631928906,2
factorization,0.28194677491955245,1
factors,0.061672038655486136,1
failure,-0.05448352672750212,1
features,-0.03833246879076209,1
feedback,-0.13362129334567674,1
feeding,-0.030917887925032354,1
file,0.11310382183081953,2
files,0.05499269679681583,1
filtering,0.04017750754551588,1
financial,0.05058883448949475,1
flow,0.16828461242826082,2
force,-0.07638444261551353,2
forces,-0.0514894031644672,1
form,-0.058301133131914165,2
formation,-0.14699788286320498,1
fraction,-0.18545421439603998,1
fractions,-0.05602447026243828,1
frame,-0.01635010552196237,1
frequency,0.16686660176969864,1
function,0.026867372436632272,2
further,-0.002623223086985535,1
game,-0.08822715185458889,14
gaming,-0.037185392024569275,8
generated,-0.01597133361561498,1
given,-0.12918694126403016,1
golf,0.022428120684408078,1
goods,-0.04143473156487961,1
graph,0.02167001775134137,1
group,0.02206779642495642,4
guarantee,0.04664337956463048,1
guaranteed,0.04648905869829549,1
hand,0.05929952886265211,2
hardware,-0.029698307667050852,1
healthcare,0.2413348873525668,1
history,0.02358551024835329,1
host,-0.02400873471192337,2
housing,-0.22137702795310657,1
hyperlink,-0.03851050849962353,1
identification,-0.048330589305865576,1
identified,-0.04645006899041919,1
identifier,-0.024175114518552906,1
identifiers,-0.03761297422508138,1
identifies,-0.03527238748279489,1
identity,0.07350318114482585,1
image,-0.039449346609842104,5
images,-0.03333691240024061,2
implement,0.06859429290967398,1
impressions,0.02884206182042963,1
including,-0.01718955695581541,1
index,0.021465035132956736,2
indicating,-0.028526217761144296,1
indication,-0.0601389262025074,1
indicia,0.07155980257605281,1
industrial,0.04402821583335385,1
information,0.01088593819265634,9
input,0.08933927899025979,4
inquiry,0.06320974377596307,1
instruction,-0.03001548944843278,1
instructions,0.015754322376725617,4
instrumented,0.03305232514905935,1
insurable,0.1140622828915995,1
insurance,-0.10270292650365999,3
intelligent,0.019061970314038668,1
interaction,-0.042291491573909684,1
interactive,-0.030033886669711324,3
intercept,-0.006862098230048416,1
interface,-0.0480827557464146,6
interfaces,-0.06303701888701456,1
interior,0.0096430216550376,1
internal,0.012384073360962061,1
interval,-0.03443039084776033,1
inventory,-0.021531106648251946,1
item,-0.01497251996727668,1
key,0.03096822343899346,1
keyed,0.07886460955219939,1
kiosk,-0.10084956340502504,1
layer,-0.04217526131951762,1
learning,0.023185637091733234,1
level,0.027419890839344416,1
license,-0.19098760732052736,1
licensed,-0.06526600539211878,1
licensing,-0.06567173243285232,1
light,-0.07853087058479347,2
linked,-0.03148838630046271,1
liquidity,0.052765250711527295,1
live,-0.015451175437556933,1
living,-0.06829973981984327,1
loading,-0.007085632801245896,1
local,0.02458067260175762,1
location,-0.001523305348378753,2
loop,-0.18777148210879935,1
lower,0.017251166574375695,1
machine,-0.06738724769696133,2
magnetic,-0.2064051613583763,1
market,-0.06189815528950462,1
master,0.07195708230991915,3
material,-0.10200283803419168,3
matrix,0.041312405733003696,3
means,0.07530279904941055,3
measured,0.03820373851168026,1
measurement,0.1256280550506762,3
measurements,0.11723990512018226,1
measuring,0.1044559499421039,1
media,0.04200365080299004,2
medical,0.183354968659734,3
memory,0.03103433419918459,1
merchandise,-0.042456528060505455,1
merchant,-0.06960619508825955,2
message,-0.04604607719815626,4
messages,-0.033176943880172075,1
messaging,-0.030414589015925912,1
method,0.03807003178373673,13
mobile,-0.030907319474063125,3
model,0.022843542179630864,2
module,0.09479172555498422,4
monitoring,-0.02518745483391139,2
monitors,-0.04814117485832877,1
movement,-0.05368929687254052,1
multi,-0.013781540703853287,1
network,-0.04343554737786519,5
networked,-0.016103648116920694,1
number,0.051028637051882125,3
numeric,0.021498293512331994,1
object,-0.15404436996213966,2
objective,-0.1010911737761475,2
objects,-0.0639142348763622,3
obtain,0.008179528027268389,1
obtaining,0.020447677228632125,2
of,-0.002290929685121873,1
online,0.021254991147334663,2
operated,-0.026472006190505753,1
operating,-0.02579974909596089,2
operation,-0.06530003995428466,1
operator,-0.014079802640284786,1
opposing,-0.04579331536162055,1
optical,-0.010954547883673494,1
order,-0.1623972867043402,3
orders,-0.09021409799788788,2
orientation,-0.051674203425241295,1
outcome,-0.06965915552360523,1
output,0.03679124351501062,1
overall,0.03962750303855009,1
owner,0.0906755962203186,2
panel,-0.07962416665751529,2
panels,-0.054959980383301785,1
parameters,0.03561430073985902,1
participant,0.0228863216076472,1
participate,0.018138917747236166,1
password,-0.03478780524945257,2
path,0.051575898148922925,2
paths,0.08065260362101614,2
patient,-0.05572486285482561,3
pattern,-0.04847455143018995,2
patterns,-0.01807198723265435,2
payment,-0.059247098825764025,2
peaks,0.007288363623434887,1
person,0.052213389335520624,1
personal,0.10404819155321869,1
personalization,0.024217414778558412,1
physical,-0.07714937268200678,3
piece,-0.025299852285940876,1
plane,0.09718435795391327,1
play,0.024474226734007107,2
played,0.032990666721291424,2
player,0.11333600507442221,5
players,0.21573087104616678,1
plurality,0.017431242686735637,6
point,-0.03979913552315096,2
points,0.06367789180778338,1
populating,0.061122101254398514,1
portion,-0.06301694319661981,7
position,-0.030522573897749407,1
positions,-0.012069854004573895,1
power,-0.08583987979858106,3
practicing,0.0664944192922888,1
predictive,0.02916694222888436,1
preferences,0.0227867077736979,1
premium,-0.054273428037619614,1
pressure,-0.01420584588235509,1
previous,-0.03217422571902932,1
previously,-0.0188857112656226,2
price,0.24844715284024754,2
pricing,0.01728935987698454,1
primary,-0.09227346119849833,1
printed,-0.07616997640817602,2
printing,-0.0638105378302004,1
prior,0.0238034045831877,1
prize,0.08447917691578878,1
procedure,0.015622567095411296,1
procedures,0.01235104746930383,1
processing,-0.019657149212805168,1
processor,0.022485097601908723,3
product,-0.025302335065713857,1
profile,-0.1470055079993744,1
program,0.07231944606367936,1
progressive,-0.037765372655458214,1
promotional,-0.05292219535988479,1
protection,0.012300915269046645,1
provided,-0.014622151440061798,1
quality,0.0957547837845546,1
quantitative,0.016259515835328833,1
quantity,-0.05763524890748484,1
queries,-0.04823035616452577,1
query,-0.09077260774257614,2
question,0.04084855602699742,1
radio,-0.15429615045372783,1
raw,0.10178320691844817,1
reader,-0.11827203761272953,1
receive,-0.015854718521490167,1
receiving,0.013139250348541878,5
recipient,0.2129861559477724,1
recommendation,-0.0487154098093209,1
record,0.013067488011560319,1
recording,0.03251013330425203,1
reference,0.04016492163905299,2
reflectance,-0.029488422460059283,1
registration,0.029617396876464863,1
regression,-0.22471842840058603,1
remote,-0.04153789106062087,3
removing,-0.04115733585184047,1
repeated,0.1256744302486235,1
representing,0.0301333266275509,1
request,-0.01622686271829777,4
requesting,-0.026329635368070422,1
requests,-0.013872508083338007,1
reservation,-0.16202214489360023,1
respective,-0.02949280619933739,3
responsive,-0.03563711381269882,1
restricted,0.023302277887043123,1
restrictive,0.014389769334846437,1
result,0.02404585385718665,1
retail,-0.01575102489336309,1
right,-0.12437327001602706,1
risk,0.2172566966056061,1
room,-0.0981737752179301,1
rotate,-0.018640025419150528,1
rotating,-0.020578389048868467,1
routine,-0.022470219156738837,1
said,0.05498334118179088,12
sale,-0.05305997406624018,2
sample,-0.10351861132834018,1
scheduling,0.0026869786068973414,1
screen,-0.013356442942696842,2
search,-0.08493301051506431,2
searcher,-0.028441018795905427,1
second,-0.10169529751719884,19
section,0.012994479120775818,1
sections,0.008178029505916493,1
security,-0.044294180800843075,1
segment,0.14377991299276108,3
segments,0.08519914010995552,1
selectable,0.09572840063656532,2
selected,0.03384517352141239,4
selection,0.08180921648993575,1
self,0.03920849603223895,1
sell,0.015092909522896254,1
seller,0.04455942248048844,1
sense,-0.044952232963502495,1
sensed,-0.10728610892662285,1
sensing,-0.03418951036571105,1
sensor,-0.09415801029040978,3
sensors,-0.2603711284337961,1
sequence,0.035336478249993836,2
server,-0.051813957741479684,11
servers,-0.03443706839105904,1
service,-0.022331526285268723,1
session,-0.03091657708176363,1
set,0.09880205176508455,3
shipping,-0.02518658717926779,1
signal,-0.06923842674021435,8
signals,-0.04284401389378137,2
simulated,-0.05653726285726318,1
simulating,-0.030819221711424354,1
size,0.03970712814954051,1
social,-0.03575340844869431,1
software,0.18436789723366698,1
space,-0.018667158492342063,3
spaced,-0.06126171090009024,1
specific,-0.03223638141403481,2
speech,-0.006085216507232583,1
speed,-0.04723590619385106,2
state,-0.024900853786255492,1
static,-0.032860893004418835,1
status,0.025606205181452985,2
step,0.04318834766825711,3
steps,0.020034278408330795,1
storage,-0.055384094175513196,5
strategy,0.025451972565289575,1
string,0.18766721509603282,1
structure,-0.06965792405107754,2
subject,0.011796027033755195,1
subsequent,-0.019689800982142836,1
sufficient,0.031115392189228958,1
suggested,0.04150599980085472,1
support,-0.03175495741223519,1
surface,-0.04237483795461978,4
surveys,0.05250359259120819,1
switch,-0.05323863342683322,1
symbol,-0.03506502985687765,1
symbols,-0.03467700358867498,1
synthesis,-0.007632245455977815,1
systems,-0.019682246293162235,1
table,-0.04926987848977428,2
taking,0.05554290221221638,1
target,-0.03337409332188414,1
task,0.02534477960364599,1
tasks,0.26676620625285175,1
team,-0.06288001082570441,1
teams,-0.05758734410127583,1
technology,0.018869364766049335,1
template,0.14731682039575114,1
term,0.04849388550983002,1
terminal,-0.06424728601330239,5
terminals,-0.02676847328496836,1
terms,0.027395562872374487,1
test,-0.03538288601226516,1
tested,-0.0703400184658046,1
text,-0.10310636993583612,2
the,-0.0030185213865057043,1
therewith,0.022254338935919972,1
time,-0.04195766791730206,4
times,-0.04344227722522581,1
token,-0.08813043309564095,2
tokens,-0.0788412719303632,2
trade,-0.02875180616790602,2
trading,-0.04439830440577878,1
training,0.08673171737902956,1
transaction,0.01117907008592838,3
transactions,0.12547327585907758,1
translated,-0.11543195324378479,1
translation,-0.05785109695294638,1
translator,-0.056130538539497815,1
transmit,-0.03139650440908957,1
transmitting,-0.019232090429150767,1
travel,0.23224610520153677,1
trigger,-0.034895775757774396,1
triggered,-0.013036732421691415,1
type,-0.03146961160960087,2
underwriting,0.07680571246090201,1
unique,-0.007950945918621723,1
unit,-0.023301060751723574,3
units,-0.05400589106512154,1
unused,0.06741082771397719,1
upper,0.0494856299906923,1
usable,0.03881066027378694,1
usage,-0.024046909252852106,1
user,0.044022268059408676,12
users,0.0875269940975234,1
uses,-0.018534453467226555,1
value,0.09405364818448514,9
values,0.0350869533600363,4
variable,0.1667449337125765,3
variables,0.023259068952619207,1
variance,0.019613516871679677,2
varied,0.01142247815770933,1
vehicle,-0.09791116059175292,3
vehicles,-0.05025291629366435,1
velocity,0.033030511320872036,1
venue,0.06426988508641755,1
verified,0.05066200965626742,1
video,-0.054999816789594716,2
virtual,-0.13005747670893494,4
voice,-0.043076484921360944,1
voltage,-0.27014490956303466,2
wager,0.025756298389830977,2
wagering,0.05917987480995134,1
web,-0.03867890728842442,1
website,-0.19846083475158616,2
wherein,-0.003852223605014533,1
wide,0.04397422673413266,1
wireless,-0.10217597048493396,2
with,0.019310811215648826,1
work,0.11032876833430828,3
workflow,0.2827912195757694,1
workflows,0.08480500747403015,1
writing,0.03926462114252292,1
zone,0.03403287612294212,1
