word,mean,count
controls,-0.007275739707685489,1
conversion,-0.006109036195626819,1
converters,0.020091298737582183,1
converting,-0.010703463934585171,1
coordinate,0.009705046052450829,1
copying,0.014038819750197024,1
cover,0.051503549595561755,1
credit,0.030148907436949302,1
cross,0.02497857186857909,1
cumulative,0.03701373677400457,1
current,-0.03655075063753965,1
customer,-0.10724961035729358,2
cycle,-0.017460527859352985,1
data,-0.026410708850567472,20
database,0.07340799302298665,1
date,0.037599167254790865,1
decrypts,-0.026059767478188247,1
degree,0.03826316864467357,1
delivery,-0.011371134748129173,1
deployment,0.045051959045249536,1
deployments,0.07643893868643341,1
descrambling,-0.01973733589063562,1
details,-0.13488265061203883,1
detected,-0.022334991002964308,1
detecting,-0.013285431662949451,2
detection,-0.14502216172104596,1
determination,0.009122186787602423,1
determines,0.0030564054457765232,1
determining,-0.00736698455773783,2
developer,0.01475868715954782,1
device,-0.04141208938395999,24
devices,-0.02744432640212704,3
difference,-0.025833176127426857,1
different,-0.015303337550427603,2
digital,-0.08533823762318694,4
display,-0.02271237823473547,6
displayed,-0.02575102441269258,2
displaying,-0.02310732667974165,2
disposed,-0.0405356561976327,2
distribution,0.021675638043541178,1
distributions,0.023393567027245304,1
document,-0.05162123414752162,4
documents,-0.05375112908846556,2
domain,0.03785979955001451,1
domains,0.023314278564445023,1
driving,0.009982322001400782,1
dynamic,0.07501161059496315,2
edges,-0.008828973994413696,1
electrical,-0.01513209399044439,1
electronic,-0.03893897215766469,6
electronically,-0.14747047785835277,1
element,-0.03199999400490091,2
elements,-0.02143160109849964,1
emitting,0.03230244051460814,1
employee,-0.07650995793411745,1
employees,-0.06481521882714686,1
encoder,0.029531437386215404,1
encoding,0.0315714849563077,1
encrypted,-0.05217424942142084,1
encrypting,-0.028004623478300822,2
end,-0.07353377006222908,1
ending,-0.022006209664633795,1
enforcement,-0.023272060042366604,1
enrolled,-0.04113392225145553,1
enterprise,0.04812781012419281,3
entity,0.015567360317151604,1
entries,0.024372134544617275,1
entry,0.1599154179445869,2
error,0.11888872973810068,1
errors,0.05880376861225209,1
estimates,0.09259201915064316,1
estimating,0.014809026427534325,1
estimation,0.03504566731234394,1
event,-0.22034450844031495,1
exceeds,0.020098675986322912,1
exchanged,-0.05346933616554933,1
expected,-0.019788075587740424,1
external,-0.06606858350081005,2
facilitate,0.03769484043278958,1
factor,0.04322166402377517,2
feature,-0.05057404437127938,1
features,-0.060360146828510486,1
feedback,-0.09738387239365104,2
fields,0.013261145348051357,1
file,0.09027896309379672,3
files,0.032454897521389914,1
filter,0.03141566745799848,1
financial,-0.05494351480707111,2
flag,-0.03213738792275299,1
flow,0.019164550421055856,1
force,0.02151395323130517,1
form,-0.04381814670518859,1
format,0.023409360252102704,1
formed,-0.01070745668312995,1
frames,-0.01695295896847064,1
frequency,0.098404185417056,4
function,0.028870410714448628,2
game,-0.09580848517935597,1
gateway,-0.020213491587168814,1
geographic,-0.2164498074427809,1
geographically,-0.023868184959235438,1
gesture,-0.09506383819041128,2
gestures,-0.04706473783416942,2
given,-0.08584689378283832,2
graph,0.07133077843576971,1
graphics,0.027575360434078638,1
greater,0.007862660598248734,1
grid,-0.02929341918238153,2
grids,-0.04900467337109058,1
group,0.07083049631474606,4
groups,0.08709897038205602,1
guide,0.01586378462232983,1
guiding,0.2789034310357071,1
hand,0.24136286706258828,1
handles,-0.005878114344407574,1
hole,0.021671347695782096,1
home,-0.036111353372857855,2
host,-0.03593827479941763,2
identification,-0.017386605905283112,4
identified,-0.020058546215687627,3
identify,-0.015644263362003172,2
identifying,-0.020551850774138913,1
image,-0.09269397611320318,9
images,-0.04357855464452934,2
incentive,0.09235431025693129,1
incentives,0.022838822718914808,1
incoming,-0.010510579754452397,1
incremental,0.04706911731613411,1
indicated,-0.019214827608860237,1
indication,-0.019581911494230872,1
indicative,-0.007781172530498819,1
indicia,0.02652006691047377,1
individual,-0.052993750060386195,2
information,0.012956325940828056,13
initial,-0.028267899456352403,1
input,0.016160540299319712,2
inputs,-0.018942155576071148,1
installation,-0.0260495214631227,1
interaction,-0.027533376799859,1
interface,-0.04102712421524932,5
interfaces,-0.014633643343555264,1
intermediate,0.0051442292884314525,1
internal,0.10798161096826372,1
interval,-0.05542579713039922,4
intervals,-0.033358183897357764,1
inviting,-0.026535254783892584,1
item,-0.021453372870489967,1
items,0.07264330377957218,4
job,0.23327779149090605,2
key,0.10982490141968078,3
keys,0.018185468977196043,2
license,-0.053532968452486715,1
light,-0.2713595076980643,1
limit,-0.03464172013151341,2
limitations,-0.017140748622080898,1
limited,-0.030685720953989745,1
linked,-0.01949506220257183,1
list,0.014023180507433173,1
loading,-0.017536245422450317,1
logical,0.03900683972210821,1
loop,-0.02642472264000334,1
loops,-0.09271088397627754,1
mail,-0.14857111159923309,1
mapped,0.06609638031303909,1
mapping,0.10165229343021245,1
masters,0.02869647079564895,1
match,0.013274362486657252,1
matching,0.054607636073284345,1
matrix,0.0572305355961496,1
means,0.03832310880792296,2
measure,0.026809182335820653,1
measured,0.1456362298899159,1
measurement,0.08420571269222715,2
measuring,0.057486527145711286,1
media,0.06528830710829263,2
medium,0.011238745381541737,4
meets,0.04369315382893144,1
memory,0.02099735463949973,1
merchant,-0.06404822038345453,1
merchants,-0.13536476808775344,1
message,-0.09820594589950735,5
messages,-0.01910745898175518,2
method,0.020733560571027338,7
metrics,0.021776886956979984,1
mobile,-0.16582549585667566,1
mode,-0.01643226244836328,2
model,0.09389135615202572,1
models,0.15201579366451243,1
modify,-0.06818160770300598,1
modulation,0.050043414045075285,1
module,0.08930041834211798,4
movement,-0.01736642246695879,2
movements,-0.04346388472557151,1
multi,0.02526524585727535,1
multiple,-0.06460390502324524,1
navigates,0.01060452156198086,1
navigation,0.050053608483917586,1
needs,-0.01667601901668522,1
network,-0.007590518451732349,4
new,0.09615530182469535,1
node,-0.13389282138506625,4
nodes,-0.10036616241081275,3
not,-0.007640882446143963,1
notification,-0.051851516696644076,4
number,0.06311151044425464,6
object,-0.07782122141423005,6
objective,-0.05063766580301219,1
objects,-0.034436920771331245,4
obtain,0.021193606359109805,1
open,-0.010522794027312042,1
operating,-0.028098609386910365,2
operation,-0.010523426006079663,1
operational,-0.13466788150523049,1
operations,-0.02399508898897263,2
optical,-0.026407820034266605,1
optimization,0.05096209188896898,1
outgoing,-0.006380127669367821,1
output,0.016807498637754464,1
packet,-0.09453295691382466,7
packets,-0.0769414276804954,2
page,-0.05667005954124212,3
parallel,-0.0018675085680960758,2
particular,-0.015785138410805317,1
password,-0.04967729050049857,2
path,0.16392479558958137,3
payment,0.11881881139297544,1
perform,0.006188854195790999,1
performing,0.03815955325541688,1
permission,0.015294367280782015,1
personalized,0.07286042774603835,1
pertaining,-0.0473880575046435,1
phase,0.05010551743243476,1
phone,-0.027064200203472374,1
physical,-0.021651072345964115,3
piece,-0.039452074032056916,2
pieces,-0.01723227690770039,1
plan,0.09744645849372228,1
plural,-0.01836164809260503,1
plurality,0.004408290303334959,7
point,0.014573588443348634,1
policies,0.01651968980949612,1
policy,0.09330563747832808,2
pool,-0.09978649426504224,1
port,-0.012588665189155844,1
portfolio,0.02425607852318599,1
portion,-0.0460301339882071,8
portions,-0.02556090268346271,3
positioned,-0.009090564634541453,1
post,0.2541576018399346,1
power,-0.1698924309167149,4
powered,-0.038763144126416633,1
predetermined,0.0394009342486412,2
preferred,0.04114714883088579,1
preparation,-0.03310237854429323,1
previously,-0.01840772969945588,1
primary,0.07301619535469285,1
print,-0.21397580718959533,3
printed,-0.02213819732698588,2
printing,-0.23410995094794743,3
priority,-0.025626628839774596,2
private,-0.018549314150180976,1
processing,0.023304257048831042,6
processor,0.016019105935038604,2
processors,0.04424533927417572,1
product,-0.010853641926261733,1
program,0.0359861705730805,4
project,0.042711489551765534,1
promote,-0.016907878364675843,1
protocol,0.012501977525278159,1
public,-0.04449265238933216,1
purchase,-0.03655337878178832,1
push,0.023249233892753626,1
qualification,-0.016779301046008024,1
quality,0.02186122619030849,2
queries,-0.04167819782531036,1
query,-0.19432406323973928,3
queue,0.04696330507793645,1
radio,-0.05710436210132003,3
random,0.025138555720718075,1
readable,0.02669051494889884,2
received,0.02772332478437877,1
receiver,0.015279121895675828,2
reception,0.05080183310008145,2
recipient,0.09186407911557572,1
reduce,-0.020256362728455875,1
region,-0.013403903131381505,1
relations,0.014414636539581369,1
relevancy,-0.039699923197663446,1
remote,-0.04987449567053385,2
removable,-0.024303611612417585,1
request,-0.011193294773928058,8
requesting,-0.011095551678648492,1
requirements,0.08604108086202118,1
reserved,-0.14490356254183087,1
resource,-0.033535072382761696,2
resources,-0.011105025778432438,2
respective,-0.0189536467822589,2
response,-0.039188172314471525,2
restrictions,0.022453954623992682,1
result,0.12344922668343886,1
rotational,-0.13845427025087423,1
route,0.011468974361128082,1
routing,0.019258857877502766,2
run,0.0189985593914772,1
said,0.06729133033459812,6
saved,0.04298516322029873,1
scale,0.04136825673345636,1
scheduling,0.043988961371603345,1
score,0.03800884769111618,1
screen,0.030267961997551118,1
script,-0.06540435260866412,1
scroll,0.011728378131424237,1
search,-0.016135185020160647,1
second,-0.07094019010445544,38
secondary,0.018220650493298164,1
section,-0.2342084980082488,1
segments,0.06423137762683778,1
select,0.031941503770690736,1
selecting,0.011216388865431,1
selection,0.02414053125995563,1
sending,-0.023265800751919558,2
sensing,-0.0037341711546336255,1
sequence,0.017291470522194832,2
sequences,0.01662503225681169,1
server,-0.031226897699623557,7
servers,-0.012238783894792795,1
service,-0.015492146953811892,1
set,0.03369347351973872,5
setting,0.17279648314865506,2
share,-0.021356517543131635,1
shifted,0.019861857670197575,1
shifting,0.023289262761924133,1
signal,-0.05407498066162513,9
signals,-0.00785940516546707,1
signature,-0.05757197846449749,2
significant,0.06993159664835419,1
simulated,-0.05273276552739585,1
simulation,-0.15904474305083344,1
site,0.010462899977749412,1
sites,-0.009880933759791969,1
size,0.026872854435075994,1
slots,0.556812380589313,1
solutions,-0.07432330590316542,1
space,-0.02795193405792254,2
spaces,-0.05565962186257921,1
speed,-0.16883937564642584,1
stage,-0.022808123217730847,1
stamps,0.010847305451567877,1
standard,0.020734617264962087,1
start,0.015729453615587845,1
statement,0.010964464261188238,1
statements,0.12347076163853699,1
station,-0.03374522458915624,1
status,0.029562831711067633,1
step,0.040389860895431874,2
steps,0.03028781304595758,2
storage,-0.02662547061634089,6
storages,-0.07927428222640541,1
stored,0.19331629661769398,1
stores,0.020602406935012776,1
storing,0.010092093494943935,1
stream,-0.016411559725656836,1
string,0.01618271124433719,2
structure,-0.0878955082455452,1
structured,-0.05047122852473731,1
student,0.01653505882829507,1
sub,-0.05405807144244572,1
supplied,0.03358992732371285,1
surface,-0.13324618812730718,1
survey,0.01208788648371576,1
switch,0.030834224632913222,1
switching,-0.04247884469026262,1
symbol,-0.11817671706363213,2
symbolic,-0.04962132668300046,1
symbols,-0.12063770209120442,2
table,-0.028336756832486182,1
tax,0.05847130474791169,1
technology,0.008341670108334103,1
telecommunications,-0.01450575663265129,1
telephone,-0.295350734466874,1
template,0.027151076964546984,1
terminal,-0.05112056158181559,2
terminating,-0.010854164646625761,1
test,-0.3141974715983301,1
threshold,0.011591849373344568,2
tier,0.022985713166252877,1
time,-0.01341412511813204,6
token,-0.09226533674334891,1
touch,-0.11579354903547809,2
touching,-0.023901071383837808,1
trained,0.16993160147653402,1
training,0.1090899861050952,1
transactions,0.053389284383777304,3
transferring,0.017736419365422595,1
transmission,-0.030169670137143344,4
transmit,-0.008530655479778831,1
transmitter,-0.027910198440998877,1
transmitting,-0.012542026708783991,1
trigger,-0.01768589023784064,1
unit,0.00963315769779102,7
uniting,0.011846856664689324,1
units,0.004374619835474688,1
update,-0.05155074284407009,1
updated,-0.03641979346061122,2
updating,-0.02285318777231158,1
user,0.005019389410226541,8
value,0.0795829457448396,8
values,0.04458335941450376,5
variable,0.09331236433697772,1
variables,0.03899406525345699,3
vector,-0.04323419041511636,3
vectors,-0.016147812053582334,1
verifying,0.010531834986127527,1
version,0.06814158072531161,2
viewing,0.023859307598466457,1
virtual,-0.06851865045228123,1
virtualization,-0.3045670301980387,1
voltage,-0.16214471063227473,2
web,-0.052414540558163115,3
wireless,-0.03075162008582791,4
wires,0.0013346962387672788,1
words,0.016954535603364008,1
work,0.6190653513584182,1
working,0.035746059231744856,1
